종목코드,종목명,종가,RIM비교,만능비교,RIM80,RIM90,RIM100,만능80,만능90,만능100,기관평균,배당성향_당기,배당성향_1Y,배당성향_2Y,배당성향_3Y,배당수익률_당기,배당수익률_1Y,배당수익률_2Y,배당수익률_3Y,매출액증가율_1Y,매출액증가율_2Y,매출액증가율_3Y,매출액증가율_4Y,매출액증가율_5Y,영업이익증가율_1Y,영업이익증가율_2Y,영업이익증가율_3Y,영업이익증가율_4Y,영업이익증가율_5Y,ROE_당기,ROE_4Q,ROE_1Y,ROE_2Y,ROE_3Y,ROE_4Y,ROE_5Y,ROA_당기,ROA_1Y,ROA_2Y,ROA_3Y,ROA_4Y,ROA_5Y,매출_당기,매출_4Q,매출_1Y,매출_2Y,매출_3Y,매출_4Y,매출_5Y,순이익_당기,순이익_4Q,순이익_1Y,순이익_2Y,순이익_3Y,순이익_5Y,순차입금비율_1Y,순차입금비율_2Y,순차입금비율_3Y,이자보상배율_1Y,이자보상배율_2Y,이자보상배율_3Y,잉여현금흐름_1Y,잉여현금흐름_2Y,잉여현금흐름_3Y,총현금흐름_1Y,총현금흐름_2Y,총현금흐름_3Y,총투자_1Y,총투자_2Y,총투자_3Y,영업현금_1Y,영업현금_2Y,영업현금_3Y,투자현금_1Y,투자현금_2Y,투자현금_3Y,재무현금_1Y,재무현금_2Y,재무현금_3Y,기말현금및현금성자산_1Y,기말현금및현금성자산_2Y,기말현금및현금성자산_3Y,현금및현금성자산의증가_1Y,현금및현금성자산의증가_2Y,현금및현금성자산의증가_3Y,거래량_10D평균,주가증감_1D,주가증감_5D,주가증감_10D,주가증감_30D,개인매매_최근,개인매매_5D합,개인매매_10D합,개인매매_30D합,기관매매_최근,기관매매_5D합,기관매매_10D합,기관매매_30D합,외국인매_최근,외국인매매_5D합,외국인매매_10D합,외국인매매_30D합,외국인보유율_최근,외국인보유율증감_5D,외국인보유율증감_10D,외국인보유율증감_30D,소속,업종,핵심요약,설명1,설명2
253840,수젠텍,16650,,,,,,,,,,,,,,,,,,975.5,-29.4,64.8,203.3,81.4,,,,,,,,-93.85,-48.09,-254.51,-66.48,-22.28,,-69.68,-27.44,-191.11,-59.16,-18.43,,,414,38,54,33,11,,,-410,-96,-409,-16,,,,39.7,,,177,-254,-42,240,-63,-41,63,190,1,148,-39,-31,-12,-214,-70,7,267,93,163,26,11,137,14,-8,166377.86666666667,2.78,10.26,3.42,8.82,-3928,13143,41312,-13049,-10,104,100,1610,5217,-13787,-42234,2833,0.98,-0.06,-0.18,0.02,코스닥 제조,FICS  의료 장비 및 서비스,영업이익 및 매출액 대폭 상승,"동사는 BT/IT/NT 융합기술 기반 국내 유일의 Lab, POCT, 홈테스트 영역의 진단 플렛폼과 혁신적인 제품을 라인업하여 개발, 판매하는 체외진단 전문회사로 19년 5월 코넥스시장에서 코스닥시장으로 이전상장함. 동사의 다중면역블롯 플랫폼 기술을 기반으로 알레르기, 자가면역, 치매 검사 등 다양한 제품 개발 및 사업화 진행 중임. 매출구성은 제품 98.6%, 용역/상품 1.4%로 이루어져 있음.","2020년 연간 매출은 전년대비 1,075% 증가한 414억원, 영업이익은 흑자전환하여 225억원, 당기순손실은 415억원 기록. 동사의 코로나19 항원 신속진단키트는 유럽 CE 인증, 독일연방 등의 허가를 획득해 수출진행중이며, 미국 FDA EUA 승인도 진행 중. 동사의 코로나19 항체 신속진단 키트는 미국 FDA EUA, 유럽CE 등의 인허가를 받아 수출되고있으며, 한국 식약처 국내 품목제조허가도 획득 함."
011000,진원생명과학,11650,,,,,,,,,,,,,,,,,,0.6,20.3,26.2,-13.4,10.6,,,,,,,,-30.43,-28.5,-36.08,-65.56,-41.44,,-19.87,-15.17,-25.07,-42.64,-27.52,,,415,412,343,272,314,,,-186,-76,-119,-156,,,,,,,-302,-108,-145,-149,-53,-101,154,54,44,-159,-13,-73,-443,105,-80,1062,-7,116,624,169,84,455,85,-36,685948.2666666667,2.19,-3.72,-10.73,-25.08,7828,-25565,-169008,-874573,-910,-3096,-7841,-10847,-2419,30955,173712,878397,13.95,0.17,0.53,1.74,코스피 의약품,FICS  바이오,제약사업 확대,"동사는 초기에 의류용 심지 전문 제조와 판매를 목적으로 1976년에 설립되어 1987년 유가증권시장에 상장함. 주요 목적사업은 생명공학을 이용한 의약품 개발 등으로 확장한 상태이며 핵산 기반 바이오 신약과 항염증 치료 신약 등의 신약 개발 사업을 진행하고 있음. 당기말 현재 CMO 제조 및 생산, 심지 제조 및 생산을 영위하는 2개의 연결대상종속회사를 보유중임.","2020년 9월 전년동기 대비 연결기준 매출액은 2.4% 증가, 영업손실은 69.6% 증가, 당기순손실은 88.4% 증가. 제약 사업과 패브릭 사업 모두 적자를 시현중임. 전년동기 대비 제약부문 매출액은 증가했으나, 패브릭사업의 매출이 줄고 손실도 확대되어 실적 악화됨. 2020년 4월에 미국 FDA에 코로나19 감염 방지 코 스프레이 치료제인 GLS-1200의 2상 임상시험을 승인 받고 현재 임상시험 진행중."
025560,미래산업,3255,,,,,,,,,,,,,,,,,,50.1,-19.7,0.1,47.9,-8.8,,,,,,,,-10.31,-10.81,-24.58,-20.43,-15.66,,-7.88,-8.58,-17.38,-16.17,-12.27,,,416,277,345,345,233,,,-67,-62,-133,-95,,,,1.8,,,-95,3,2,24,-34,-96,119,-37,-97,-7,-22,-15,-444,174,-19,246,140,7,107,312,20,-205,292,-27,212467.0,-0.76,1.4,-2.25,-1.06,2845,-76817,-92058,-212646,-1,1664,1657,1900,-1844,74853,89047,229677,15.99,0.68,0.48,1.23,코스피 의료정밀,FICS  반도체 및 관련장비,외형 축소와 수익성 개선,"동사는 1983년 1월 27일 설립하였으며 1996년 11월 22일자로 주식을 한국거래소에 상장함. 반도체 장비 및 Chip Mounter 의 제조, 판매를 주요 사업으로 영위하고 있음. Automated Test Equipment 사업부와 Surface Mount Technology 사업부로 구분됨. 반도체 검사장비는 반도체 시장의 주기적인 경기순환 및 정보기술(IT)산업의 경기 변동 상황에 밀접하게 연관되어 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 43.9% 감소, 영업손실은 95.5% 감소, 당기순손실은 0.9% 감소. 2020년 3분기 ATE, SMT 사업부의 실적은 각각 전년 동기 대비 증가하였으나, MRO사업 매각에 따라 매출액이 감소하였음. 동사는 2020년 11월 24일 시설 확충 및 생산을 통한 지속적인 성장기반 구축하기 위해 토지 및 건물 양수를 결정하였음. 향후 증설에 따른 매출 증가가 기대됨."
087260,모바일어플라이언스,4755,고가,고가,1238,1219,1185,456,513,570,,,,,,,,,,-7.0,-27.2,12.8,-12.3,15.7,,,39.6,-60.4,163.0,,,7.31,-8.98,7.06,6.5,33.53,,4.03,-4.99,3.68,3.36,13.46,,,416,448,615,545,622,,,25,-27,20,47,,42.4,27.5,7.3,,1.9,90,-6,78,51,14,55,-39,21,-23,102,-3,85,-232,-30,-63,217,-34,15,91,4,72,87,-68,36,1274781.1333333333,0.74,4.97,5.43,-3.94,17900,14640,13851,6687,111,111,111,1161,-16628,-20037,2603,12272,1.0,-0.15,0.12,0.03,코스닥 IT S/W & SVC,FICS  자동차부품,19년 수주물량 이월 효과 발생,"동사는 2004년 4월 19일 설립된 스마트자율주행 솔루션 전문기업임. 딥러닝과 빅데이터 기반의 영상인식에 커넥티드 통신모듈이 연동된 플랫폼 제품, 레이더이벤트기록장치, 운전자보조시스템(ADAS), 졸음운전 감지장치, 헤드업디스플레이 (HUD) 등 스마트 자율주행 관련 제품을 생산중임. 주요 고객은 현대모비스와 함께 2014년 부터는 BMW, 아우디를 시작으로 벤츠 등의 글로벌 완성차 업체들임.","2020년 9월 전년동기 대비 연결기준 매출액은 7.9% 증가, 영업이익은 1508.9% 증가, 당기순이익 흑자전환.  국내에서도 자율주행 상용화 촉진법안이 본회의를 통과하였고 상용화에 우호적인 환경이 조성되고 있음. 동사는 2020년도에도 BMW, 아우디, 벤츠사로의 해외 수출 물량이 지속적으로 증가할 것으로 예측, 해외 매출 증대를 위하여 회사의 역량을 집중할 예정."
066670,디스플레이텍,4880,고가,고가,6742,5984,4807,418,470,523,,,34.87,31.24,58.72,,2.13,2.67,2.57,-4.2,-23.9,-30.7,-7.3,-72.0,-40.9,83.6,-56.0,80.4,-69.2,,,2.55,3.61,2.01,3.22,2.77,,2.27,3.17,1.77,2.71,2.1,,,417,436,573,827,892,,,38,54,30,40,,,,111.8,43.2,57.2,120,-156,155,65,74,57,-55,230,-98,148,89,287,3,-105,-79,-55,-22,-77,207,111,151,96,-39,130,1575033.0333333334,-4.31,0.62,21.7,7.02,8936,146924,1383977,1084569,-3127,-1002,-81981,-82878,-6929,-132297,-280190,-292266,1.09,-0.61,-1.48,-1.56,코스닥 IT H/W,FICS  휴대폰 및 관련부품,성장 정체 및 손익 악화,"1998년 8월에 LCD 모듈 등의 기술개발, 제조 및 판매를 목적으로 설립되어 2002년 12월에 코스닥시장에 상장함. LCD 모듈 등의 기술 개발, 제조 및 판매하는 업체로 모바일용 Display Module 뿐만 아니라 생활의 중심의 첨단 디지털 제품의 토탈 디스플레이 솔루션을 제공. AMOLED 산업의 성장에 따라 입지가 축소되고 있으나 중저가 휴대폰시장의 꾸준한 성장으로 삼성전자에 안정적인 납품이 이뤄지고 있음. ","2020년 9월 전년동기 대비 연결기준 매출액은 3.8% 감소, 영업이익은 36.8% 감소, 당기순이익은 11.7% 감소. 휴대폰용 LCD 모듈 사업 부진으로 외형이 축소되고 있으며, 원가율 악화로 이익 규모는 크게 감소했으나 외형 축소에 비해 손익 구조는 양호함. 고객사와의  공동개발을 통한 매출 연계, 제품의 다양화를 통한 대기업 중심 공략 및 신속한 고객 대응력 확보 등의 성장 전략을 보유함."
060260,뉴보텍,1450,,,,,,,,,,,,,,,,,,1.9,4.5,-2.6,14.3,2.4,,414.9,,,-16.4,,,-22.87,7.78,-10.68,-5.67,3.69,,-11.18,4.71,-6.14,-3.06,2.07,,,426,418,400,410,359,,,-56,18,-19,6,11.7,,,,4.5,0.8,-54,-97,9,-17,32,10,37,129,2,-19,45,-10,-30,-113,-24,113,91,34,100,35,12,65,24,-1,238716.56666666668,-0.34,3.57,1.75,2.47,-27862,-30270,-56222,-139005,6908,6908,6908,18630,21677,22685,48137,119195,1.2,-0.02,0.13,0.36,코스닥 제조,FICS  건축자재,재활용사업부문 신규진출,동사는 상수도관ㆍ하수도관ㆍ빗물저장시설 등을 주요제품으로 하는 '플라스틱 상ㆍ하수도관 제조업'과 동사가 영업양수한 '자원 재활용 소재사업' 등 2개의 사업부문을 운영하고 있음. 상하수도사업부문 중에서는 주력제품인 고강성 PVC 이중벽하수관이 동사 매출의 39%를 차지하여 가장 큰 부분을 담당하고 있음. 동사는 상하수도관 비굴착보수공사를 담당하는 건설사업부의 육성을 통해 매출액 증가와 외형성장을 위한 노력중.,"2020년 9월 전년동기 대비 연결기준 매출액은 1.2% 증가, 영업이익 적자전환, 당기순이익 적자전환. 1~2월 동절기에는 계절상 건설공사 등의 어려움으로 다른 기간에 비해 매출이 다소 감소(1/4분기 매출비중 약18%)되며, 2분기와 4분기의 매출비중이 다소 높음. 20년 동반기 중에 총 29,394백만원을 수주하여 기존 수주잔고분과 함께 총 30,350백만원이 판매되었음."
217190,제너셈,5230,,,,,,,,,,,,14.22,,,,1.64,,8.4,48.7,-6.0,55.4,-47.4,,,,,,,,-6.32,19.24,-44.07,-26.43,-6.33,,-2.05,6.45,-17.51,-13.9,-3.81,,,419,387,260,277,178,,,-11,31,-80,-18,114.9,75.4,116.8,,5.4,,-51,46,-48,1,42,-56,52,-4,-8,-43,53,-37,-5,-6,15,44,-27,19,33,36,16,-4,20,-3,60426.7,-0.95,3.77,1.36,-7.43,4192,10450,23287,-9613,0,0,0,1162,-4180,-10477,-23659,15357,4.52,-0.34,-0.22,0.18,코스닥 IT H/W,FICS  반도체 및 관련장비,최근 3년 중 최고 매출 달성,"동사는 반도체 제조 후공정에 적용되는 pick & place, inspection, test handler 등 다양한 반도체 후공정 검사 및 이송장비를 설계, 제조하는 장비 전문 기업임. 반도체 후공정 자동화 장비의 주력 상품으로 Laser Marking, Test Handler, Inspection 등이 있음. 반도체 후공정 장비가 주요 매출(100%)을 구성하고 있음.","2020년 9월 전년동기 대비 별도기준 매출액은 15.8% 증가, 영업이익 적자전환, 당기순이익 적자전환. 최근 3년 중 가장 높은 실적(131억원)을 기록하였지만 3개년 동안 지속적으로 연구 개발 비용 투자를 늘리면서 영업적자를 기록함. 최근 중국 업체(Suzhou ASEN Semiconductors Co.,Ltd.)를 대상으로 약 26억원 규모의 반도체 후공정 장비 공급 계약을 체결함."
062860,티엘아이,11450,,,,,,,,,,,,23.11,,,,2.0,,-12.6,-13.4,-27.9,-13.2,-41.7,,,,,,,,-8.89,4.8,-26.55,-3.84,-0.99,,-9.48,3.81,-22.75,-3.22,-0.31,,,367,420,485,672,774,,,-61,33,-207,-10,,,,,35.2,,-92,1,16,-70,28,-160,22,27,-176,-74,28,23,65,-9,-62,-12,27,-22,75,98,52,-23,46,-61,82362.3,4.57,5.05,-7.66,-17.03,1943,-9090,-45354,-3477,0,100,8515,-10421,-1345,8998,29352,-7546,0.89,-0.08,0.24,-0.09,코스닥 IT H/W,FICS  디스플레이 및 관련부품,Micro LED 매출 확대 예상,"동사는 1998년 설립이후 LCD패널의 핵심 부품인 Timing Controller와 LCD driver IC 등 시스템 반도체 설계업을 주요 사업임. 반도체설계전문회사로서의 역량을 발휘하여 세계에서 몇 안 되는 Nand Flash 메모리 컨트롤러 설계기술 보유회사임. 자회사로는 SK하이닉스를 주 고객으로 하여 반도체 패키지, 테스트업 등 반도체 후공정 사업을 영위하는 윈팩과 센서/ROIC를 주력으로 하는 센소니아 등 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 13.4% 감소, 영업손실은 4249.6% 증가, 당기순이익 적자전환. 매출액이 감소됨과 동시에 판관비 및 인건비 등의 비용이 증가됨에 따라 영업손실 및 당기순손실이 발생함. 이는 코로나 사태에 따른 수출의 감소 등의 영향이 있는것으로 판단됨. 동사의 Micro LED를 사용하는 다양한 응용분야에 적용이 가능할 것으로 회사의 매출 외형의 극적인 변화를 기대하고 있음."
039420,케이엘넷,3625,고가,고가,1837,1981,2268,1708,1922,2136,,,29.99,35.68,35.72,,2.21,2.6,1.16,9.4,-8.6,15.6,3.9,3.2,15.1,1.2,-5.8,204.6,-51.0,,,11.67,10.41,5.55,8.54,5.19,,9.74,8.78,4.14,6.98,4.1,,,421,385,421,365,351,,,44,37,19,16,,,,74.9,57.6,371.2,49,10,31,59,55,41,11,45,10,68,46,46,-47,-30,-26,-20,-32,-3,46,45,62,0,-17,17,919618.1333333333,2.11,0.28,4.47,3.28,8518,496489,333365,-53394,0,-20000,0,5529,-8696,-471651,-325684,58008,1.87,0.86,-1.0,0.23,코스닥 통신방송서비스,FICS  IT 서비스,영업이익 소폭 감소,"동사는 1994년 물류비 절감을 통한 국가경쟁력 강화를 목적으로 물류관련 기관과 기업들이 공동 출자하여 설립됨. 전자문서중계서비스를 기반으로 정보시스템 구축(SI)과 IT컨설팅, 물류솔루션 개발ㆍ판매, IT 아웃소싱 수행 등 물류분야의 토탈  IT서비스를 제공하고 있는 글로벌 물류IT 전문기업임. 종합물류정보 중계사업자로 EDI 시장에서 대정부 전자신고 및 기업간 전자거래 서비스 등 다양한 서비스를 제공하고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 0.5% 감소, 영업이익은 9.9% 감소, 당기순이익은 2.8% 감소. 동사 매출은 전년 동기 대비 비슷한 수준을 기록했으며 매출원가 또한 비슷하나 판관비와 인건비 증가로 인해 영업이익은 전년 동기 대비 소폭 감소함. 동사의 EDI의 경우 대정부 신고 분야(B2G) 매출은 수출입 물동량 증감과 관련이 있음. 유통량의 증감 추세가 주시 대상임."
080520,오디텍,7650,고가,고가,9201,8545,7466,1726,1942,2157,,,19.8,52.17,32.25,,1.9,2.05,1.7,1.4,-7.9,-7.7,-12.1,-5.2,9.5,9.0,-74.4,-55.7,11.3,,,4.61,1.82,2.98,3.45,9.13,,4.31,1.71,2.8,3.2,8.4,,,422,416,452,490,557,,,55,21,35,101,,,,105.2,132.4,25.0,67,-8,9,33,36,37,-34,45,28,67,28,45,-27,-36,-47,-22,-12,-28,154,139,158,15,-19,-161,973898.9,-0.52,34.92,34.45,28.36,26722,352215,371354,577998,0,-84850,-81297,-155747,-28445,-242634,-272873,-414899,3.72,-2.09,-2.46,-3.53,코스닥 IT H/W,FICS  반도체 및 관련장비,"센서제품 판매 부진, 지분법손실","1999년 설립된 동사는 수직화된 반도체제조공정(FAB)을 바탕으로 비메모리반도체 Chip과 센서 및 센서모듈, LED응용제품을 생산하고 있음. 동사 및 종속회사는 비메모리 반도체를 생산하는 단일사업부문이기는 하지만 매출유형별로 센서부문 및 반도체부문으로 세분화됨. 종속회사인 오디텍 반도체(남경)유한공사는 매출유형 중 반도체부분에 속하는 비메모리반도체 Chip 생산을 영위하고 있음.","반도체 Chip의 국내외 판매와 레이져프린트용 COB의 판매가 모두 부진하여 2020년 3분기 누적 연결기준 매출액은 전년동기 대비 소폭 감소한 310.1억원을 기록함. 원가율 개선으로 영업이익은 9.9억원으로 소폭 증가함. 공정가치 금융자산평가이익이 크게 늘었으나, 관계사에 대한 지분법평가손실이 대규모로 발생함. 향후 자동차 전장용 광센서부품, 방산용 센서 그리고 바이오센서로 사업분야를 확장할 계획임."
177350,베셀,6080,,,,,,,,,,,,,83.34,,,,2.42,67.2,-44.1,-6.0,83.3,-16.6,,,-74.5,373.7,-72.6,,,-5.25,-44.15,3.38,11.44,10.47,,-3.08,-12.88,1.4,5.77,5.84,,,708,423,758,806,440,,,-10,-110,13,42,95.3,145.0,72.2,,,3.1,71,49,59,3,-63,47,-68,-112,-12,113,-78,-87,-8,41,-16,-102,74,35,59,57,20,2,37,-68,813221.9333333333,1.5,-2.56,-1.94,-10.85,-34874,187663,354658,160411,0,-82579,-95818,-124789,38906,-63513,-285081,-103298,3.5,-0.56,-1.3,-1.09,코스닥 IT H/W,FICS  디스플레이 및 관련부품,순손익 흑자전환,"동사는 2004년 6월 설립된 디스플레이 제조장비 생산 기업으로 LCD, OLED, 터치패널용 In-line System 및 각종 장비를 생산하고 있음. 동사의 장비 전방 산업은 디스플레이 산업이며, 빠르게 변화하는 전방 산업에 맞추어 다양한 제품을 개발하고 있음. 동사 사업 초기의 LCD 분야에 한정되어있던 사업 군을 OLED 및 TSP 분야로 사업분야를 확대하여 성장을 지속함.","2020년 9월 전년동기 대비 연결기준 매출액은 11.9% 증가, 영업손실은 69.4% 감소, 당기순이익 흑자전환. 2020년 9월 기준 동사의 매출액은 전년 동기 대비 소폭 증가했지만, 매출원가와 판관비 부담이 지속되면서 영업이익은 전년 동기 대비 적자기조가 유지됨. 다만 적자 규모는 소폭 감소하였음. 이자비용 등이 감소하면서 당기순이익은 흑자로 전환되었음."
096610,알에프세미,5730,,,,,,,,,,,,-3.74,93.69,,,0.24,0.49,-20.1,-18.2,-16.6,-3.1,12.1,,,188.4,-91.6,-12.5,,,-46.59,-5.37,0.45,-2.56,1.94,,-21.35,-2.65,0.22,-1.5,1.16,,,339,424,519,622,642,,,-203,-28,2,10,89.0,69.3,50.6,,,0.5,-27,-55,-95,-105,67,53,-77,122,148,-18,-19,31,-33,42,-161,40,-29,106,35,46,52,-11,-6,-24,116805.46666666666,1.24,8.52,4.75,-5.13,-4318,-43426,-34291,-19909,0,0,9303,9544,4318,42450,24103,9262,0.73,0.4,0.37,0.09,코스닥 IT H/W,FICS  휴대폰 및 관련부품,원가상승으로 이익 적자전환,"반도체 소자 제조 및 판매 등을 영위할 목적으로 1999년 10월에 설립되었으며, 소자급 반도체 칩 개발에서 생산, 장비기술까지 Total Solution을 제공하는 반도체 전문기업임. 주요 제품으로는 ECM Chip, TVS Diode, Driver IC, LED Module, LED 조명 등이 있음.  ECM 반도체는 고감도,고SNR,필터내장형 ECM 반도체를 경쟁 업체보다 앞서 선보여 세계시장  60% 이상을 점유하고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 26% 감소, 영업이익 적자전환, 당기순이익 적자전환. LED해외부문 매출액 감소와 함께 원재료 가격이 상승하여 영업이익이 적자전환됨. 개발비를 무형자산 처리하는 비율이 높으므로 확인요함.  반도체 부문은 FAB 공정 및 PKG 공정의 설비와 MEMS Microphone 양산 준비를 위한 장비 및 설비를 계획하고 있음. LED 조명부분은 수주상황에 따라 유동적으로 설비 확보할 예정."
089790,제이티,8120,고가,적정가,4242,5170,7316,7163,8058,8954,,,,,,,,,,5.2,26.0,4.5,44.1,-35.8,-13.6,62.0,528.0,,,,,17.73,15.51,13.11,-1.2,-52.47,,9.33,7.65,5.8,-0.43,-21.26,,,446,424,336,322,223,,,52,38,24,-98,,,30.7,13.1,12.3,4.7,71,75,34,72,81,45,1,7,11,38,85,11,-6,26,12,26,-7,13,232,180,76,52,104,35,262476.86666666664,3.05,1.25,-0.37,-18.47,-114118,-220843,-110952,-161532,196,2326,4673,7238,113428,215147,100979,148897,3.18,1.95,1.35,1.44,코스닥 IT H/W,FICS  반도체 및 관련장비,반도체 검사 장비 전문 제조기업,"동사는 1998년 설립되어, 반도체 검사장비 관련 사업 개발 및 판매를 주요 사업으로 영위함. 당사는 설계 및 개발 전문 기업으로 생산설비는 보유하지 않고 외주 생산함. 반도체 검사장비 시설은 천안에서, 산업용 특수가스 및 가스설비시설은 진천에서 생산 중임. 주력사업인 번인소터(Burn-in Sorter)는 메모리 반도체 산업 성장에 따라 안정적인 주 수익원 역할을 꾸준히 수행하고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 0.7% 증가, 영업이익은 35.8% 감소, 당기순이익은 1.9% 감소. 2020년 반도체 시장은 4,329억 달러로 전년 대비 3.3%의 플러스 성장이 예측하고 있음.  수출부문에서도 반도체를 필두로 컴퓨터 및 주변기기가 증가하면서 전년 동월 대비 11.9% 증가한 176.3억 달러를 기록하여 2020년 6월 이후 4개월 연속 플러스 성장이 지속되고 있음."
114190,강원,2500,,,,,,,,,,,,,,,,,,-10.1,-50.5,4.7,94.0,-8.5,,,,,,,,-94.77,4.19,-12.58,-1.99,0.19,,-47.39,1.83,-7.57,-1.38,0.13,383,384,425,859,820,423,462,,,-329,20,-62,1,,35.1,,,,0.2,36,102,-109,-35,-168,8,-71,-269,117,42,70,-102,99,-147,-8,-97,-83,167,80,36,197,44,-161,57,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,-0.0,-0.0,-0.0,코스닥 제조,FICS  에너지 시설 및 서비스,신성장 동력원 확보중,"동사는 수관식보일러, 온수보일러 등의 산업용보일러를 주력으로 생산하며, 신재생에너지 사업을 영위하고 있으며, 19년 12월 (주)웰크론강원에서 (주)강원으로 상호를 변경하였음. 동사는 산업용보일러 분야에서 국내업체로는 최대·최다 수출실적을 갖고 있는 업체. 동사의 황회수설비는 세계적으로 환경오염의 심각성으로 인하여 석유화학 정제플랜트에 없어서는 안될 핵심설비, 국내외시장에서 독보적 우위.","2020년 9월 전년동기 대비 연결기준 매출액은 10.1% 감소, 영업손실은 45% 감소, 당기순손실은 48.4% 감소. 국내외 대형 산업 플랜트 프로젝트에 당사의 주력제품인 황회수설비와 대형 수관식보일러 공급계약이 체결되는 등 사업 분야별로 활발한 움직임을 보이고 있음. 풀모듈방식은 불량률이 낮고 시공기간도 짧아 현장설치 비용도 낮출 수 있어서 해외 프로젝트 수주처에 대한 확실한 매출증대가 전망됨."
078940,코드네이처,2100,,,,,,,,,,,,,,,,,,-9.8,116.3,5.3,119.9,-22.3,,,,,,,,-17.01,-38.98,-310.37,-171.16,-62.91,,-7.72,-11.83,-34.41,-58.88,-29.11,,,383,425,196,186,85,,,-32,-46,-140,-145,74.8,43.4,296.6,,1.1,,-66,31,-51,-18,31,-5,48,0,46,-56,-68,-42,-34,-14,-52,72,107,92,9,27,1,-18,26,-2,87186.1,0.24,-12.13,-18.6,-2.55,-22118,-21788,22752,8071,0,0,0,0,22618,25288,22496,22693,0.26,0.08,0.07,0.07,코스닥 건설,FICS  에너지 시설 및 서비스,"외형 성장, 수익성 증가","동사는 신재생에너지(태양광 및 풍력) 사업부문을 주로 영위하며, 2002년 9월에 설립됨. 2016년 신규사업 진출에 대한 사업다각화 및 신규 매출 증대를 위하여 포괄적 주식교환으로 ㈜이지모바일이 완전 자회사(100%)가 되었음. 2030년 총에너지의 11%를 신재생에너지로 보급한다는 장기적인 목표하에 신재생에너지기술개발 및 보급사업 등에 대한 지원 강화 예상.","2020년 9월 전년동기 대비 연결기준 매출액은 12.7% 증가, 영업이익 적자전환, 당기순손실은 59.7% 감소. 정부는 재생에너지 산업의 경쟁력 강화방안으로 REC제도를 개편하여 탄소배출량이 적은 설비에 대해 가중치 우대를 '20년부터 단계적으로 전환하였음. 2020년에는 약 90억원 규모의 인천시 강화군 태양광발전소 공사를 추진하는 등 지속적인 수주활동을 전개하고 있음."
082270,젬백스,24200,고가,고가,2723,2357,1808,47,53,59,,,,,,,,,,53.9,-9.7,-1.3,68.6,-62.2,,,,,,,,1.44,-91.99,-11.9,-20.67,-41.42,,1.02,-56.91,-6.44,-7.14,-22.09,,,657,427,472,479,284,,,16,-948,-107,-209,,,,1.2,,,-36,-26,61,32,-67,12,68,-41,-50,140,-7,-3,-213,203,-27,30,1,292,508,554,355,-46,199,261,341062.3,0.21,-4.35,-9.87,4.09,18200,39037,70574,-105831,871,-5753,33754,44885,-17991,-36340,-64214,142092,7.34,0.0,-0.37,0.33,코스닥 제조,FICS  반도체 및 관련장비,반도체 필터 수요 증가로 흑자 전환,"반도체 및 디스플레이용 코팅 레진, 필터 제조 및 판매 업체로 1998년 설립됨. 연결대상 종속회사는 2개사이며, 환경오염제어 사업 및 바이오 사업(항암 및 항염)을 영위함. 주력제품을 응용한 특수가스제거장치 및 대기오염방지설비와 같은 환경오염방지 및 유해가스제거장치 등도 생산함. 바이오 관련사업을 특화하여 전문화할 법인(카엘젬백스)을 설립하여 2008년 10월 노르웨이 소재 법인인 GemVax AS의 지분 100%를 인수함.","올해 초부터 지속된 반도체 업황 회복과 투자 증가로 반도체 필터 수요가 증가하여 3분기 누적 매출액은 전년동기 대비 67.3% 급증하였으며, 영업이익도 흑자로 전환됨. 임직원에게 동사가 발행한 전환사채를 매수할 권리를 부여하고 이를 행사하여 발생한 비용인 주식기준보상거래비용이 42.4억원 발생함. 전립선비대증의 경우 국내 3상 임상시험을 진행 중이며, 알츠하이머병은 국내 임상 2상 임상시험을 성공적으로 마무리하였음."
